stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,100-50-350,c+dflat+dkoron+f
2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100-100-300,c+dflat+d+f
3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,100-200-200,c+dflat+eflat+f
4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,100-250-150,c+dflat+ekoron+f
5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,100-300-100,c+dflat+e+f
6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,150-50-300,c+dkoron+d+f
7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,150-150-200,c+dkoron+eflat+f
8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,150-200-150,c+dkoron+ekoron+f
9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,150-250-100,c+dkoron+e+f
10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,13,200-100-200,c+d+eflat+f
11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,14,200-150-150,c+d+ekoron+f
12,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15,200-200-100,c+d+e+f
13,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,24,300-50-150,c+eflat+ekoron+f
14,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,22,300-100-100,c+eflat+e+f
15,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,26,350-50-100,c+ekoron+e+f
16,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35,50-50-400,dflat+dkoron+d+fsori
17,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,29,50-150-300,dflat+dkoron+eflat+fsori
18,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,30,50-200-250,dflat+dkoron+ekoron+fsori
19,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,31,50-250-200,dflat+dkoron+e+fsori
20,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,33,50-350-100,dflat+dkoron+f+fsori
21,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100-100-300,dflat+d+eflat+fsori
22,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,100-150-250,dflat+d+ekoron+fsori
23,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,100-200-200,dflat+d+e+fsori
24,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,100-300-100,dflat+d+f+fsori
25,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,17,200-50-250,dflat+eflat+ekoron+fsori
26,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,13,200-100-200,dflat+eflat+e+fsori
27,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,15,200-200-100,dflat+eflat+f+fsori
28,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,21,250-50-200,dflat+ekoron+e+fsori
29,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,19,250-150-100,dflat+ekoron+f+fsori
30,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,300-100-100,dflat+e+f+fsori
31,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,28,50-100-350,dkoron+d+eflat+fsharp
32,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,29,50-150-300,dkoron+d+ekoron+fsharp
33,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,30,50-200-250,dkoron+d+e+fsharp
34,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,32,50-300-150,dkoron+d+f+fsharp
35,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,34,50-400-50,dkoron+d+fsori+fsharp
36,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12,150-50-300,dkoron+eflat+ekoron+fsharp
37,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,150-100-250,dkoron+eflat+e+fsharp
38,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,9,150-200-150,dkoron+eflat+f+fsharp
39,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,11,150-300-50,dkoron+eflat+fsori+fsharp
40,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,17,200-50-250,dkoron+ekoron+e+fsharp
41,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,14,200-150-150,dkoron+ekoron+f+fsharp
42,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,16,200-250-50,dkoron+ekoron+fsori+fsharp
43,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,18,250-100-150,dkoron+e+f+fsharp
44,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,20,250-200-50,dkoron+e+fsori+fsharp
45,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,25,350-100-50,dkoron+f+fsori+fsharp
46,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,6,100-50-350,d+eflat+ekoron+g
47,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,100-100-300,d+eflat+e+g
48,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,100-200-200,d+eflat+f+g
49,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4,100-300-100,d+eflat+fsori+g
50,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,100-350-50,d+eflat+fsharp+g
51,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,12,150-50-300,d+ekoron+e+g
52,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,8,150-150-200,d+ekoron+f+g
53,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,10,150-250-100,d+ekoron+fsori+g
54,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,11,150-300-50,d+ekoron+fsharp+g
55,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,13,200-100-200,d+e+f+g
56,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,15,200-200-100,d+e+fsori+g
57,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,16,200-250-50,d+e+fsharp+g
58,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,22,300-100-100,d+f+fsori+g
59,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,23,300-150-50,d+f+fsharp+g
60,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,27,400-50-50,d+fsori+fsharp+g
61,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,35,50-50-400,eflat+ekoron+e+aflat
62,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,29,50-150-300,eflat+ekoron+f+aflat
63,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,31,50-250-200,eflat+ekoron+fsori+aflat
64,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,32,50-300-150,eflat+ekoron+fsharp+aflat
65,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,33,50-350-100,eflat+ekoron+g+aflat
66,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,100-100-300,eflat+e+f+aflat
67,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,100-200-200,eflat+e+fsori+aflat
68,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,100-250-150,eflat+e+fsharp+aflat
69,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,4,100-300-100,eflat+e+g+aflat
70,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,13,200-100-200,eflat+f+fsori+aflat
71,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,14,200-150-150,eflat+f+fsharp+aflat
72,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,15,200-200-100,eflat+f+g+aflat
73,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,24,300-50-150,eflat+fsori+fsharp+aflat
74,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,22,300-100-100,eflat+fsori+g+aflat
75,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,26,350-50-100,eflat+fsharp+g+aflat
76,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,28,50-100-350,ekoron+e+f+akoron
77,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,30,50-200-250,ekoron+e+fsori+akoron
78,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,31,50-250-200,ekoron+e+fsharp+akoron
79,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,32,50-300-150,ekoron+e+g+akoron
80,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,34,50-400-50,ekoron+e+aflat+akoron
81,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,7,150-100-250,ekoron+f+fsori+akoron
82,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,8,150-150-200,ekoron+f+fsharp+akoron
83,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,9,150-200-150,ekoron+f+g+akoron
84,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,11,150-300-50,ekoron+f+aflat+akoron
85,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,21,250-50-200,ekoron+fsori+fsharp+akoron
86,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,18,250-100-150,ekoron+fsori+g+akoron
87,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,20,250-200-50,ekoron+fsori+aflat+akoron
88,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,24,300-50-150,ekoron+fsharp+g+akoron
89,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,23,300-150-50,ekoron+fsharp+aflat+akoron
90,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,25,350-100-50,ekoron+g+aflat+akoron
91,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,100-100-300,e+f+fsori+a
92,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,100-150-250,e+f+fsharp+a
93,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,100-200-200,e+f+g+a
94,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,100-300-100,e+f+aflat+a
95,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,5,100-350-50,e+f+akoron+a
96,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,17,200-50-250,e+fsori+fsharp+a
97,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,13,200-100-200,e+fsori+g+a
98,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,15,200-200-100,e+fsori+aflat+a
99,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,16,200-250-50,e+fsori+akoron+a
100,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,21,250-50-200,e+fsharp+g+a
101,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,19,250-150-100,e+fsharp+aflat+a
102,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,20,250-200-50,e+fsharp+akoron+a
103,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,22,300-100-100,e+g+aflat+a
104,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,23,300-150-50,e+g+akoron+a
105,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,27,400-50-50,e+aflat+akoron+a
106,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,6,100-50-350,f+fsori+fsharp+bflat
107,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,100-100-300,f+fsori+g+bflat
108,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,100-200-200,f+fsori+aflat+bflat
109,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,100-250-150,f+fsori+akoron+bflat
110,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,100-300-100,f+fsori+a+bflat
111,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,12,150-50-300,f+fsharp+g+bflat
112,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,8,150-150-200,f+fsharp+aflat+bflat
113,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,9,150-200-150,f+fsharp+akoron+bflat
114,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,10,150-250-100,f+fsharp+a+bflat
115,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,13,200-100-200,f+g+aflat+bflat
116,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,14,200-150-150,f+g+akoron+bflat
117,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,15,200-200-100,f+g+a+bflat
118,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,24,300-50-150,f+aflat+akoron+bflat
119,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,22,300-100-100,f+aflat+a+bflat
120,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,26,350-50-100,f+akoron+a+bflat
121,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,35,50-50-400,fsori+fsharp+g+bkoron
122,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,29,50-150-300,fsori+fsharp+aflat+bkoron
123,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,30,50-200-250,fsori+fsharp+akoron+bkoron
124,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,31,50-250-200,fsori+fsharp+a+bkoron
125,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,33,50-350-100,fsori+fsharp+bflat+bkoron
126,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,100-100-300,fsori+g+aflat+bkoron
127,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,100-150-250,fsori+g+akoron+bkoron
128,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,100-200-200,fsori+g+a+bkoron
129,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,4,100-300-100,fsori+g+bflat+bkoron
130,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,17,200-50-250,fsori+aflat+akoron+bkoron
131,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,13,200-100-200,fsori+aflat+a+bkoron
132,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,15,200-200-100,fsori+aflat+bflat+bkoron
133,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,21,250-50-200,fsori+akoron+a+bkoron
134,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,19,250-150-100,fsori+akoron+bflat+bkoron
135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,22,300-100-100,fsori+a+bflat+bkoron
136,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,28,50-100-350,fsharp+g+aflat+b
137,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,29,50-150-300,fsharp+g+akoron+b
138,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,30,50-200-250,fsharp+g+a+b
139,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,32,50-300-150,fsharp+g+bflat+b
140,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,34,50-400-50,fsharp+g+bkoron+b
141,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,12,150-50-300,fsharp+aflat+akoron+b
142,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,7,150-100-250,fsharp+aflat+a+b
143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,9,150-200-150,fsharp+aflat+bflat+b
144,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,11,150-300-50,fsharp+aflat+bkoron+b
145,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,17,200-50-250,fsharp+akoron+a+b
146,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,14,200-150-150,fsharp+akoron+bflat+b
147,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,16,200-250-50,fsharp+akoron+bkoron+b
148,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,18,250-100-150,fsharp+a+bflat+b
149,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,20,250-200-50,fsharp+a+bkoron+b
150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,25,350-100-50,fsharp+bflat+bkoron+b
151,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,6,100-50-350,g+aflat+akoron+c
152,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,100-100-300,g+aflat+a+c
