stimulus_id,pc_c,pc_dflat,pc_dkoron,pc_d,pc_eflat,pc_ekoron,pc_e,pc_f,pc_fsori,pc_fsharp,pc_g,pc_aflat,pc_akoron,pc_a,pc_bflat,pc_bkoron,pc_b,target_category,target_label,pitch_classes
1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,DISSONANT,c+dflat+dkoron+f
2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100-100-300,c+dflat+d+f
3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,100-200-200,c+dflat+eflat+f
4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,100-250-150,c+dflat+ekoron+f
5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,100-300-100,c+dflat+e+f
6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,DISSONANT,c+dkoron+d+f
7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,150-150-200,c+dkoron+eflat+f
8,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,150-200-150,c+dkoron+ekoron+f
9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,150-250-100,c+dkoron+e+f
10,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,9,200-100-200,c+d+eflat+f
11,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,10,200-150-150,c+d+ekoron+f
12,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11,200-200-100,c+d+e+f
13,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,15,DISSONANT,c+eflat+ekoron+f
14,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,14,300-100-100,c+eflat+e+f
15,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,15,DISSONANT,c+ekoron+e+f
16,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+dkoron+d+fsori
17,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+dkoron+eflat+fsori
18,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+dkoron+ekoron+fsori
19,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+dkoron+e+fsori
20,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+dkoron+f+fsori
21,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,100-100-300,dflat+d+eflat+fsori
22,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,100-150-250,dflat+d+ekoron+fsori
23,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,100-200-200,dflat+d+e+fsori
24,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,100-300-100,dflat+d+f+fsori
25,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+eflat+ekoron+fsori
26,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,9,200-100-200,dflat+eflat+e+fsori
27,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,11,200-200-100,dflat+eflat+f+fsori
28,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15,DISSONANT,dflat+ekoron+e+fsori
29,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,13,250-150-100,dflat+ekoron+f+fsori
30,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14,300-100-100,dflat+e+f+fsori
31,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+d+eflat+fsharp
32,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+d+ekoron+fsharp
33,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+d+e+fsharp
34,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+d+f+fsharp
35,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+d+fsori+fsharp
36,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+eflat+ekoron+fsharp
37,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,150-100-250,dkoron+eflat+e+fsharp
38,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,7,150-200-150,dkoron+eflat+f+fsharp
39,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+eflat+fsori+fsharp
40,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+ekoron+e+fsharp
41,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10,200-150-150,dkoron+ekoron+f+fsharp
42,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+ekoron+fsori+fsharp
43,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,12,250-100-150,dkoron+e+f+fsharp
44,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+e+fsori+fsharp
45,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15,DISSONANT,dkoron+f+fsori+fsharp
46,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,15,DISSONANT,d+eflat+ekoron+g
47,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,100-100-300,d+eflat+e+g
48,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,100-200-200,d+eflat+f+g
49,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,4,100-300-100,d+eflat+fsori+g
50,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,15,DISSONANT,d+eflat+fsharp+g
51,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,15,DISSONANT,d+ekoron+e+g
52,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,6,150-150-200,d+ekoron+f+g
53,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,8,150-250-100,d+ekoron+fsori+g
54,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,15,DISSONANT,d+ekoron+fsharp+g
55,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,9,200-100-200,d+e+f+g
56,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,11,200-200-100,d+e+fsori+g
57,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,15,DISSONANT,d+e+fsharp+g
58,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,14,300-100-100,d+f+fsori+g
59,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,15,DISSONANT,d+f+fsharp+g
60,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,15,DISSONANT,d+fsori+fsharp+g
61,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,15,DISSONANT,eflat+ekoron+e+aflat
62,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,15,DISSONANT,eflat+ekoron+f+aflat
63,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,15,DISSONANT,eflat+ekoron+fsori+aflat
64,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,15,DISSONANT,eflat+ekoron+fsharp+aflat
65,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,15,DISSONANT,eflat+ekoron+g+aflat
66,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,100-100-300,eflat+e+f+aflat
67,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,2,100-200-200,eflat+e+fsori+aflat
68,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3,100-250-150,eflat+e+fsharp+aflat
69,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,4,100-300-100,eflat+e+g+aflat
70,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,9,200-100-200,eflat+f+fsori+aflat
71,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,10,200-150-150,eflat+f+fsharp+aflat
72,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,11,200-200-100,eflat+f+g+aflat
73,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,15,DISSONANT,eflat+fsori+fsharp+aflat
74,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,14,300-100-100,eflat+fsori+g+aflat
75,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,15,DISSONANT,eflat+fsharp+g+aflat
76,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,15,DISSONANT,ekoron+e+f+akoron
77,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,15,DISSONANT,ekoron+e+fsori+akoron
78,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,15,DISSONANT,ekoron+e+fsharp+akoron
79,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,15,DISSONANT,ekoron+e+g+akoron
80,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,15,DISSONANT,ekoron+e+aflat+akoron
81,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,5,150-100-250,ekoron+f+fsori+akoron
82,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,6,150-150-200,ekoron+f+fsharp+akoron
83,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,7,150-200-150,ekoron+f+g+akoron
84,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,15,DISSONANT,ekoron+f+aflat+akoron
85,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,15,DISSONANT,ekoron+fsori+fsharp+akoron
86,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,12,250-100-150,ekoron+fsori+g+akoron
87,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,15,DISSONANT,ekoron+fsori+aflat+akoron
88,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,15,DISSONANT,ekoron+fsharp+g+akoron
89,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,15,DISSONANT,ekoron+fsharp+aflat+akoron
90,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,15,DISSONANT,ekoron+g+aflat+akoron
91,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,100-100-300,e+f+fsori+a
92,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,100-150-250,e+f+fsharp+a
93,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,2,100-200-200,e+f+g+a
94,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,100-300-100,e+f+aflat+a
95,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,15,DISSONANT,e+f+akoron+a
96,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,15,DISSONANT,e+fsori+fsharp+a
97,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,9,200-100-200,e+fsori+g+a
98,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,11,200-200-100,e+fsori+aflat+a
99,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,15,DISSONANT,e+fsori+akoron+a
100,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,15,DISSONANT,e+fsharp+g+a
101,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,13,250-150-100,e+fsharp+aflat+a
102,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,15,DISSONANT,e+fsharp+akoron+a
103,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,14,300-100-100,e+g+aflat+a
104,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,15,DISSONANT,e+g+akoron+a
105,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,15,DISSONANT,e+aflat+akoron+a
106,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,15,DISSONANT,f+fsori+fsharp+bflat
107,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,100-100-300,f+fsori+g+bflat
108,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,100-200-200,f+fsori+aflat+bflat
109,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,3,100-250-150,f+fsori+akoron+bflat
110,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4,100-300-100,f+fsori+a+bflat
111,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,15,DISSONANT,f+fsharp+g+bflat
112,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,6,150-150-200,f+fsharp+aflat+bflat
113,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,7,150-200-150,f+fsharp+akoron+bflat
114,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,8,150-250-100,f+fsharp+a+bflat
115,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,9,200-100-200,f+g+aflat+bflat
116,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,10,200-150-150,f+g+akoron+bflat
117,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,11,200-200-100,f+g+a+bflat
118,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,15,DISSONANT,f+aflat+akoron+bflat
119,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,14,300-100-100,f+aflat+a+bflat
120,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,15,DISSONANT,f+akoron+a+bflat
121,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,15,DISSONANT,fsori+fsharp+g+bkoron
122,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,15,DISSONANT,fsori+fsharp+aflat+bkoron
123,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,15,DISSONANT,fsori+fsharp+akoron+bkoron
124,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,15,DISSONANT,fsori+fsharp+a+bkoron
125,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,15,DISSONANT,fsori+fsharp+bflat+bkoron
126,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,100-100-300,fsori+g+aflat+bkoron
127,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,100-150-250,fsori+g+akoron+bkoron
128,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,2,100-200-200,fsori+g+a+bkoron
129,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,4,100-300-100,fsori+g+bflat+bkoron
130,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,15,DISSONANT,fsori+aflat+akoron+bkoron
131,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,9,200-100-200,fsori+aflat+a+bkoron
132,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,11,200-200-100,fsori+aflat+bflat+bkoron
133,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,15,DISSONANT,fsori+akoron+a+bkoron
134,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,13,250-150-100,fsori+akoron+bflat+bkoron
135,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,14,300-100-100,fsori+a+bflat+bkoron
136,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,15,DISSONANT,fsharp+g+aflat+b
137,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,15,DISSONANT,fsharp+g+akoron+b
138,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,15,DISSONANT,fsharp+g+a+b
139,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,15,DISSONANT,fsharp+g+bflat+b
140,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,15,DISSONANT,fsharp+g+bkoron+b
141,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,15,DISSONANT,fsharp+aflat+akoron+b
142,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,150-100-250,fsharp+aflat+a+b
143,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,7,150-200-150,fsharp+aflat+bflat+b
144,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,15,DISSONANT,fsharp+aflat+bkoron+b
145,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,15,DISSONANT,fsharp+akoron+a+b
146,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,10,200-150-150,fsharp+akoron+bflat+b
147,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,15,DISSONANT,fsharp+akoron+bkoron+b
148,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,12,250-100-150,fsharp+a+bflat+b
149,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,15,DISSONANT,fsharp+a+bkoron+b
150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,15,DISSONANT,fsharp+bflat+bkoron+b
151,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,15,DISSONANT,g+aflat+akoron+c
152,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,100-100-300,g+aflat+a+c
153,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,100-200-200,g+aflat+bflat+c
154,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,100-300-100,g+aflat+bkoron+c
155,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,15,DISSONANT,g+aflat+b+c
156,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,DISSONANT,g+akoron+a+c
157,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6,150-150-200,g+akoron+bflat+c
158,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,8,150-250-100,g+akoron+bkoron+c
159,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,15,DISSONANT,g+akoron+b+c
160,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,9,200-100-200,g+a+bflat+c
161,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11,200-200-100,g+a+bkoron+c
162,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,15,DISSONANT,g+a+b+c
163,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,14,300-100-100,g+bflat+bkoron+c
164,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,15,DISSONANT,g+bflat+b+c
165,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,15,DISSONANT,g+bkoron+b+c
166,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,15,DISSONANT,aflat+akoron+a+dflat
167,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,15,DISSONANT,aflat+akoron+bflat+dflat
168,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,15,DISSONANT,aflat+akoron+bkoron+dflat
169,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,15,DISSONANT,aflat+akoron+b+dflat
170,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,DISSONANT,aflat+akoron+c+dflat
171,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,100-100-300,aflat+a+bflat+dflat
172,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,100-200-200,aflat+a+bkoron+dflat
173,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,100-250-150,aflat+a+b+dflat
174,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,100-300-100,aflat+a+c+dflat
175,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,200-100-200,aflat+bflat+bkoron+dflat
176,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,10,200-150-150,aflat+bflat+b+dflat
177,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,200-200-100,aflat+bflat+c+dflat
178,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,15,DISSONANT,aflat+bkoron+b+dflat
179,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,300-100-100,aflat+bkoron+c+dflat
180,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,DISSONANT,aflat+b+c+dflat
181,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,15,DISSONANT,akoron+a+bflat+dkoron
182,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,15,DISSONANT,akoron+a+bkoron+dkoron
